uri,mementos
http://www.abusosmediaticosdejuliosanchezcristo.com/,1
http://www.leontidis.eu/,0
http://www.redcross.org/templates/render/renderCanonical.jsp?pageCan=/what-we-do/international-services/educating-future-humanitarians/international-humanitarian-law,0
http://mr.jameswoda.com/,0
http://www.NewfoundlandLabrador.com/,354
http://www.flickr.com/photos/cactus_flower/,0
http://www.dabr.co.uk/user/waypoint12xl,0
http://holidays-in-india.vino-con-vista.net/,8
http://www.williammorren.be/,22
http://ipolitics.com.mx/,2
http://buzztap.com/,162
http://www.tekjournalismuk.com/,56
http://uniteblue.com/user/sasha031/,0
http://beta.syriadeeply.org/,32
http://rollerband.blogspot.com/,0
http://www.aljazeera.com/,10070
http://blogsofwar.com/,980
http://www.thetinycompanycalledme.com/,12
http://www.rusi.org/go.php?structureID=S433275493B18E&ref=A407FF663E3043,77
http://ww1.health.headlinesimplicity.com/,0
http://vruz.org/cgi-sys/suspendedpage.cgi,0
http://captainjamesdavis.net/,1
http://heycoffeeeyes.tumblr.com/,8
http://myfabolouslife808s.net/,0
http://www.thedailyhomepages.com/bikini/,235
http://googleufonews.com/,2
http://omarchabbi.wordpress.com/,1
https://github.com/caloom,0
http://masspeaceaction.org/,75
http://www.timesleader.com/,881
https://www.rebelmouse.com/NDBnewswire/,0
http://pubsecrets.wordpress.com/,81
http://www.odgrzybianie-mieszkan.blogspot.com/,1
http://www.reverbnation.com/dot3dashes,2
http://www.newsunspun.org/,20
https://www.governmentresource.com/,0
http://Naijasteward.wordpress.com/,0
http://uk.linkedin.com/pub/richard-wallace/57/196/a5,0
http://zeitungfuerdeutschland.wordpress.com/,80
http://imgur.com/nMdO6,0
http://heavenleeops.wordpress.com/,7
http://www.elitemakelaar.nl/,7
http://electronicintifada.net/people/joe-catron,29
http://blottingoutgod.com/,5
http://atlah.org/,526
http://www.stephenboss.com/,19
http://www.holylandproductions.tv/,3
http://theiranproject.com/,32
http://hithot.cc/en_US,124
http://bookofdoomed.tumblr.com/,8
http://www.chelseafc.com/,661
http://www.jozitweet.co.za/,39
http://www.riccardoromani.it/,11
http://www.darkgovernment.com/news/,328
http://www.dataroaming.info/,10
http://Moddersvilla.wapka.mobi/index.xhtml,0
http://www.sunridgephoto.com/,13
http://nirappirikai.blogspot.com/,2
http://www.nationaljournal.com/reporters/bio/153,63
http://ec.europa.eu/,1849
http://www.kaskus.co.id/profile/5742358,0
http://www.worldsolo.org/,8
http://www.winknews.com/,606
http://correspondencecommittee.com/(A(fwX3OQPpzgEkAAAANWQ5ZTcxY2EtNzgzYi00ZmU3LWFjOTUtNDU3Y2I1ZGIwOTlmzX53nAFHq_GEetF8lJH37WMgoZE1)S(czfi0o5505e4z155tgpamn45))/Category.aspx?ID=1,0
https://hinamehr.wordpress.com/,0
http://www.thetunistimes.com/,6
http://www.lucasoverby.com/,1
http://www.tlnewsnet.com/,3
http://www.rawstory.com/,5853
http://www.bfmtv.com/,1217
http://pkisftw.livejournal.com/,0
http://members.shaw.ca/nspector4/,297
http://www.afiliateamorena.mx/,3
http://www.theoslotimes.com/,12
http://thenursechronicles.wordpress.com/,3
http://www.algemeiner.com/,349
http://www.jwforum.net/,118
http://www.michaelaclamens.com/,0
http://iranian.com/,1571
http://NewsChomper.com/,30
http://www.franknaidoo.co.za/,0
http://jsquaredmedia.com/,0
http://www.kilokeal.com/,3
https://www.newstrading.co.za/,0
http://english.alarabiya.net/authors/Joyce-Karam.html,68
http://www.caabu.org/,308
http://www.drumsnwhistles.com/,260
http://www.youtube.com/user/BananaLips75,1
http://www.EUintheUS.org/,148
http://apps.law.asu.edu/Apps/Faculty/Faculty.aspx?individual_id=67300,73
http://linkaloo.blogspot.de/,2
http://www.kylecarrollart.com/,69
http://mshft.com/click/?s=116086&c=129859&internal=101_6h2uuy_1,8
http://amras888.wordpress.com/,24
http://aidnews.org/,8
http://goldmanmill.wordpress.com/,7
http://www.dailies.ng/,0
http://www.muslimworldnet.org/,32
http://www.scoop.it/t/affaire-verdin-la-plainte-contre-lang-hollande-et-moscovici-est-recevable,10
http://tehrantimes.com/,1636
http://toolserver.org/~kolossos/earth.php?long=-122.3176&lat=37.86283&name=Berkeley_Pier,3
http://koelov.ru/,1
http://www.trojantree.com/,9
http://www.hillbillygossip.com/,6
http://armscontrol.org/,980
http://www.radionews.us/,11
http://www.flickriver.com/photos/timschreier/popular-interesting/,2
http://www.newenglishreview.org/,253
http://informationterrorism.webs.com/,2
http://ncpc.dni.gov/index.htm,8
http://www.dfwchurchwebsites.org/,0
http://www.walk2connect.com/,8
http://www.islamicinvitationturkey.com/,22
http://www.make-it-rain.co.uk/,112
http://gbrvoice.blogspot.co.uk/,1
http://www.chucknellis.blogspot.com/,1
http://gstockard.wordpress.com/,0
http://www.siagenova.lv/,0
http://www.cnas.org/fontainerichard,18
http://burntcoffeesucks.blogspot.com/,3
http://www.reuters.com/places/china,1524
http://www.popsci.com/category/popsci-authors/kelsey-d-atherton,3
http://ospatriot.us/,5
http://hairyphotographer.co.uk/,1
http://anonymissexpress.cyberguerrilla.org/,2
http://www.brianquintosphotography.com/,0
http://mariamtalks.tumblr.com/,1
http://www.morphizm.com/css/,78
http://StevenKreimendahl.com/,0
http://www.jsonline.com/newswatch/,130
http://www.theadventurers.com.au/,14
http://whereiwantedtogo13.tumblr.com/,3
http://cuddlybear.blogspot.com/,0
https://buzcast.com/,0
http://www.trepidation.co.uk/colinsblog/,6
https://twitter.com/israelnewswire,0
http://www.jpost.com/Authors/AuthorPage.aspx?id=48,8
http://www.chroniclewatch.com/,8
http://ww1.omrom.com/,0
http://artbermiss.wordpress.com/,0
http://www.allesstroomt.nl/,28
http://www.france24.com/en/,3203
http://sillybahrainigirl.blogspot.com/,230
http://ronnierocket.com/,38
http://www.swstarone-sat.com/,32
http://www.viralfox.com/,21
http://rightcal.blogspot.com/,26
http://fabsh.com/,5
http://TheObamaDiary.com/,98
http://aione.ws/,4
http://videocafe.crooksandliars.com/,515
http://goglobalmedia.com/,17
http://www.NewsMunchies.com/,5
http://www.drrobertbullard.com/,17
http://www.creativitylifecoaching.blogspot.com/,3
http://www.gatesfoundation.org/,1474
http://www.tsakiridis.org/,4
http://www.gamingsymmetry.com/,12
http://darklingforest.blogspot.com/,1
http://www.inquirer.com/,2
http://www.indonesiadalamtulisan.com/,45
http://freecash.myfreecashgenerator.tk/,1
https://now.mmedia.me/lb/en,0
http://thaitvnews4u.blogspot.com/,5
http://www.shashankbengali.com/,0
http://www.iacnorcal.com/,15
http://theteachingofthetuna.com/,0
http://www.stopndaa.org/,76
http://www.ntjwatersportscebu.com/,0
http://www.carolleggettpr.com/,51
http://www.applam.com/,116
http://openomroep.eu/,3
http://www.arts.uwaterloo.ca/~bmomani/,35
http://www.russianlinguistics.com/,35
http://auntieimperial.blogspot.com/p/aunties-postings-around-web.html,42
http://www.voiceofnigeria.org/,241
http://KebunEmas.com/?id=sollyez,100
http://twiends.com/moses11211,0
http://dancesoftheworldcontinue.blogspot.com/,1
http://historyscoper.com/,90
http://twitpic.com/photos/CapCube,1
http://www.algarman.com/,20
http://www.globol10.com/,6
http://operationmindset.blogspot.com/,0
http://www.michellewarrenlaw.com/,8
http://www.cbw-events.org.uk/,7
http://iwantchicharito.xtgem.com/,9
http://www.miiwe.com/,4
https://myspace.com/susezq,0
http://www.WomenUnderSiegeProject.org/,90
http://www.nyfeed.com/,6
http://evbrand.tumblr.com/,1
http://romanischersalon.wordpress.com/,9
http://calgary.cityandpress.com/,4
http://wetheposterity.org/blog/,31
http://matteocazzulani.wordpress.com/,13
http://way.to/Affair,0
http://www.vino-con-vista.com/,15
http://www.notarofam.com/annawork/,40
http://www.anonsweden.se/,12
http://www.artofmyart.com/,7
http://www.civicmerit.com/,3
http://www.thedayafter.com.br/,4
http://bigbluerock.wordpress.com/,2
https://itunes.apple.com/us/app/vodio/id486185699?mt=8,0
http://moiraenmementosydeshoras.blogspot.com.ar/,0
http://www.tampabaydefenders.com/,4
http://berryza.com/cgi-sys/suspendedpage.cgi,0
http://ask.fm/ashleycherry2015,0
http://lawkansas.webs.com/,3
http://www.kresnafutures.com/home.html,1
http://pasupatidasi.wordpress.com/,19
http://www.naijacampusgossip.blogspot.com/,3
http://emmanuel.tv/,294
http://www.getrealspin.com/,7
http://ariinashdod.blogspot.co.il/,0
http://jasminehunter1989.wix.com/multimedia,0
http://www.free-syria-foundation.org/?page_id=440,9
http://www.columbans.co.uk/,90
http://www.alienated.me/,22
http://www.blogtalkradio.com/vinceinthebay,26
http://www.aucegypt.edu/fac/Profiles/Pages/NamiraNegm.aspx,38
http://www.boisebipolarcenter.com/,8
http://www.alliance-title.com/,46
http://www.kentucky.com/opinion/,105
http://playwhyyza.tumblr.com/,0
http://truenorthreport.ca/,2
http://www.atlanticcouncil.org/,18
https://sites.google.com/site/prattzmoving/,0
http://www.newsmanity.com/,15
http://aydinsezer.com/,79
http://www.heritage.org/about/staff/c/james-carafano,131
http://fotolawrence.com/,12
http://www.i24news.tv/en/,8
http://www.randomhouse.co.uk/editions/mad-mitchs-tribal-law-aden-and-the-end-of-the-empire/9781780576282,0
http://www.middletownpress.com/,426
http://www.gailpackard.com/,21
http://www.usa.gov/,3035
http://www.thebulletin.org/,803
http://www.helium.com/users/710181,0
http://www.eternallypink.blogspot.com/,0
http://www.wired.com/dangerroom/,1827
